Text,Title,Source,Category,ChunkIndex,LastCrawled
"of the student, should be co-signed by the student, his/her parent/guardian and by an authorised local government official from his/her place of permanent address, such as Union Parishad Chairperson, Municipality Chairperson or Ward Councillor. The student will also have to submit an affidavit from his/her parent/guardian certifying the financial status of the applicant’s family/guardian. Documents must be submitted in favour of his/her claim of insolvency, including TIN of his/her parent/guardian. The applicant will have to submit his/her financial information in the UIU-prescribed format. The UIU form, which contains financial information of the student, should be co-signed by the student, his/her parent/guardian and by an authorised local government official from his/her place of permanent address, such as Union Parishad Chairperson, Municipality Chairperson or Ward Councillor. The student will also have to submit an affidavit from his/her parent/guardian certifying the financial status of the applicant’s family/guardian. C. Residency requirement : The student must have his/her permanent address in one of the Upazillas classified as having “Very High Poverty Level” according to the ‘Poverty Mapping of Bangladesh’, a publication by the Bangladesh Bureau of Statistics (BBS). BBS publishes this report time to time and the list of Upazillas classified as having “Very High Poverty Level” will, therefore, change accordingly. An application must be supported by the government-approved document(s) to authenticate his/her permanent address. The student must have passed his/her HSC exam from an educational institution located in the upazilla/district of his/her permanent address. The UIU form, which contains the permanent and present address of the student, must be co-signed by the student, his/her parent/guardian and by an authorised local government official from his/her place of permanent address such as Union Parishad Chairperson, Municipality Chairperson or Ward Councillor. The permanent and present addresses provided by the student at the time of admission must match the permanent addresses stated in all other documents submitted, including in the recommendation letters in support of the student’s financial insolvency from the Union Parishad/ Municipality Chairman or the Ward Councillor as well as in the affidavit, etc. The student must have his/her permanent address in one of the Upazillas classified as having “Very High Poverty Level” according to the ‘Poverty Mapping of Bangladesh’, a publication by the Bangladesh Bureau of Statistics (BBS). BBS publishes this report time to time and the list of Upazillas classified as having “Very High Poverty Level” will, therefore, change accordingly. An application must be","Scholarship, Tuition and Other Fees, Waiver Policy - United International University (UIU)",https://www.uiu.ac.bd/admission/tuition-fees-payment-policies/scholarship-tuition-fee-and-other-fees-waiver-policy/,admission,5,2026-06-16T08:12:17.452937
"classified as having “Very High Poverty Level” according to the ‘Poverty Mapping of Bangladesh’, a publication by the Bangladesh Bureau of Statistics (BBS). BBS publishes this report time to time and the list of Upazillas classified as having “Very High Poverty Level” will, therefore, change accordingly. An application must be supported by the government-approved document(s) to authenticate his/her permanent address. The student must have passed his/her HSC exam from an educational institution located in the upazilla/district of his/her permanent address. The UIU form, which contains the permanent and present address of the student, must be co-signed by the student, his/her parent/guardian and by an authorised local government official from his/her place of permanent address such as Union Parishad Chairperson, Municipality Chairperson or Ward Councillor. The permanent and present addresses provided by the student at the time of admission must match the permanent addresses stated in all other documents submitted, including in the recommendation letters in support of the student’s financial insolvency from the Union Parishad/ Municipality Chairman or the Ward Councillor as well as in the affidavit, etc. D. Selection : Eligibility will be determined following the UIU-approved formula of 70% weightage on merit and 30% weightage on the financial status of the student’s family/ guardian. E. Application submission : Application for this waiver can only be made in the first trimester/semester and the application must be submitted within the deadline mentioned in the UIU notice for each trimester/semester. Credit registration requirement In order to qualify for this waiver (tuition and other fees waiver) under this category, students of undergraduate programs must register a minimum number of credits in the qualifying trimester/semester, including in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Grade requirement A minimum GPA of 3.00 must be obtained in each qualifying trimester/semester in order to continue to be considered for this waiver in the following/scholarship-receiving trimester/semester. Other conditions : This waiver is not applicable for Admission Fee, ID card caution money, Thesis, Project, Internship, and Retake and Repeat courses. a. S/he must be a ward of Freedom Fighter (as defined by the Government of Bangladesh). b. Applications must be supported by government-approved documentary evidence in support of his/her application for waiver under this","Scholarship, Tuition and Other Fees, Waiver Policy - United International University (UIU)",https://www.uiu.ac.bd/admission/tuition-fees-payment-policies/scholarship-tuition-fee-and-other-fees-waiver-policy/,admission,6,2026-06-16T08:12:17.452937
"applicable for Admission Fee, ID card caution money, Thesis, Project, Internship, and Retake and Repeat courses. a. S/he must be a ward of Freedom Fighter (as defined by the Government of Bangladesh). b. Applications must be supported by government-approved documentary evidence in support of his/her application for waiver under this category. Credit registration requirement In order to qualify for waiver (tuition and other fees) under this category, students of undergraduate programs must register a minimum number of credits in the qualifying trimester/semester, including in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Grade requirement A minimum GPA of 2.50 must be obtained in each qualifying trimester/semester in order to continue to be considered for this waiver in the following/waiver-receiving trimester/semester. Other conditions : This waiver is not applicable for Admission Fee, ID card fee, Thesis, Project, Internship, and Retake and Repeat courses. a. An applicant under this category must be a member of the government-gazetted small ethnic and tribal groups, including from the Chittagong Hill Tracts and other parts of the country. b. An applicant must submit documentary evidence in support of his/her claim as a member of the government-gazetted small ethnic and tribal groups. Credit registration requirement In order to qualify for waiver under this category, students of undergraduate programs must register a minimum number of credits in the qualifying trimester/semester, including in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Grade requirement A minimum GPA of 3.00 must be obtained in each qualifying trimester/semester in order to continue to be considered for this waiver in the following/waiver-receiving trimester/semester. Other conditions : This waiver is not applicable for Thesis, Project, Internship, and Retake and Repeat courses. a. An applicant applying under this category must be declared ‘physically disabled’ by a government-authorised ministry/directorate and must be issued with a ‘Disability Card’. b. Applicants classified with physical disability under “Light” category will not be eligible for this waiver. c. An applicant with “Moderate” disability will receive 25% waiver d. An applicant with “Severe” disability will","Scholarship, Tuition and Other Fees, Waiver Policy - United International University (UIU)",https://www.uiu.ac.bd/admission/tuition-fees-payment-policies/scholarship-tuition-fee-and-other-fees-waiver-policy/,admission,7,2026-06-16T08:12:17.452937
"must be declared ‘physically disabled’ by a government-authorised ministry/directorate and must be issued with a ‘Disability Card’. b. Applicants classified with physical disability under “Light” category will not be eligible for this waiver. c. An applicant with “Moderate” disability will receive 25% waiver d. An applicant with “Severe” disability will receive 50% waiver Credit registration requirement for undergraduate students In order to qualify for waiver under this category, students of undergraduate programs must register a minimum number of credits in each qualifying trimester/semester, including in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Credit registration requirement for graduate students In order to qualify for waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. a. Documentary evidence must be submitted in support of their claim to be siblings/spouse. b. Both the siblings/spouse must register courses in the same trimester/semester. Credit registration requirement for undergraduate students In order to qualify for waiver under this category, students of undergraduate programs must register a minimum number of credits in each qualifying trimester/semester, including in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Credit registration requirement for graduate students In order to qualify for waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. a. Documentary evidence must be submitted in support of their","Scholarship, Tuition and Other Fees, Waiver Policy - United International University (UIU)",https://www.uiu.ac.bd/admission/tuition-fees-payment-policies/scholarship-tuition-fee-and-other-fees-waiver-policy/,admission,8,2026-06-16T08:12:17.452937
"category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. a. Documentary evidence must be submitted in support of their claim to be siblings. b. The UIU alumni must be a member of the Association of UIU Alumni (AUIUA). Credit registration requirement for undergraduate students In order to qualify for waiver under this category, students of undergraduate programs must register a minimum number of credits in each qualifying trimester/semester, including in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Credit registration requirement for graduate students In order to qualify for waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. a. Documentary evidence must be submitted in support of his/her claim to be a UIU alumni. b. The UIU alumni must be a member of the Association of UIU Alumni (AUIUA). Credit registration requirement In order to qualify for waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. a. Documentary evidence must be submitted in support of his/her claim to be an employee of the Government of Bangladesh. b. The student will remain eligible for this waiver as long as s/he remains an employee of the Government of Bangladesh. Credit registration requirement In order to qualify for t waiver under this category, students of graduate programs must register a minimum number of","Scholarship, Tuition and Other Fees, Waiver Policy - United International University (UIU)",https://www.uiu.ac.bd/admission/tuition-fees-payment-policies/scholarship-tuition-fee-and-other-fees-waiver-policy/,admission,9,2026-06-16T08:12:17.452937
"employee of the Government of Bangladesh. b. The student will remain eligible for this waiver as long as s/he remains an employee of the Government of Bangladesh. Credit registration requirement In order to qualify for t waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. a. Documentary evidence must be submitted in support of their claim to be group/corporate employees. b. To avail this waiver, at least two employees from the same group/corportate must be admitted in the same trimester/semester. Credit registration requirement In order to qualify for waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. a. Documentary evidence must be submitted in support of his/her claim to be a UIU employee. b. The student will remain eligible for this waiver as long as s/he remains an employee of UIU. Credit registration requirement In order to qualify for waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. [ Immediate Family Members: Spouse and children ] a. Documentary evidence must be submitted in support of his/her claim to be an immediate family member of the UIU employee. b. The concerned UIU employee must have served UIU—as a regular employee—for at least three years. c. The student will remain eligible for this waiver as long as the concerned UIU employee remains a","Scholarship, Tuition and Other Fees, Waiver Policy - United International University (UIU)",https://www.uiu.ac.bd/admission/tuition-fees-payment-policies/scholarship-tuition-fee-and-other-fees-waiver-policy/,admission,10,2026-06-16T08:12:17.452937
"submitted in support of his/her claim to be an immediate family member of the UIU employee. b. The concerned UIU employee must have served UIU—as a regular employee—for at least three years. c. The student will remain eligible for this waiver as long as the concerned UIU employee remains a UIU employee (a certificate to this effect must be submitted in every trimester/semester). d. If the UIU employee is a UIU alumni, s/he must be a member of the Association of UIU Alumni (AUIUA). Credit registration requirement for undergraduate students In order to qualify for waiver under this category, students of undergraduate programs must register a minimum number of credits in each qualifying trimester/semester, including in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Credit registration requirement for graduate students In order to qualify for waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. [ Immediate Family Members: Spouse and children ] a. Documentary evidence must be submitted in support of his/her claim to be an immediate family member of the former UIU employee. b. The concerned former UIU employee must have had served UIU—as a regular employee—for at least fifteen years. c. If the former UIU employee is a UIU alumni, s/he must be a member of the Association of UIU Alumni (AUIUA). Credit registration requirement for undergraduate students In order to qualify for waiver under this category, students of undergraduate programs must register a minimum number of credits in each qualifying trimester/semester, including in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Credit registration requirement for graduate students In order to qualify for waiver under this category, students of","Scholarship, Tuition and Other Fees, Waiver Policy - United International University (UIU)",https://www.uiu.ac.bd/admission/tuition-fees-payment-policies/scholarship-tuition-fee-and-other-fees-waiver-policy/,admission,11,2026-06-16T08:12:17.452937
"AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Credit registration requirement for graduate students In order to qualify for waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. a. Documentary evidence must be submitted in support of his/her claim to be a UG employee. b. A maximum number of five UG employees can take admission in a particular trimester/semester (first-come first-served basis). c. The student will remain eligible for this waiver as long as s/he remains a UG employee (a certificate to this effect must be submitted in every trimester/semester). d. If the UG employee is a UIU alumni, s/he must be a member of the Association of UIU Alumni (AUIUA). Credit registration requirement In order to qualify for waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver facility in the following/waiver-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. a. A foreign student intending to avail this waiver must submit documentary evidence in support of their respective citizenship. b. Academic credentials of these foreign students should be, in general, at par with those of Bangladeshi students admitted to UIU. Credit registration requirement for undergraduate students In order to qualify for waiver under this category, students of undergraduate programs must register a minimum number of credits in the qualifying trimester/semester, including in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Credit registration requirement for graduate students In order","Scholarship, Tuition and Other Fees, Waiver Policy - United International University (UIU)",https://www.uiu.ac.bd/admission/tuition-fees-payment-policies/scholarship-tuition-fee-and-other-fees-waiver-policy/,admission,12,2026-06-16T08:12:17.452937
"in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Credit registration requirement for graduate students In order to qualify for waiver under this category, students of graduate programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 2.00 in the qualifying trimester/semester examination for continuation of the waiver in the following/ scholarship-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. This waiver will be applicable for the Masters students who have completed PGDHRM at UIU. Credit registration requirement In order to qualify for waiver under this category, students of Masters programs must register a minimum number of 06 (Six) credits in the qualifying trimester/semester, including in first trimester/semester. Grade requirement Students availing waiver under this category will have to obtain a minimum GPA of 3.00 in the qualifying trimester/semester examination for continuation of the waiver in the following/ scholarship-receiving trimester/semester. Other conditions This waiver is not applicable for Thesis, Project, Internship, Retake and Repeat courses. a. Only the students from undergraduate programs can apply for this financial aid from the BoT fund. b. Only the registered students in a trimester/semester can apply for this financial aid. c. The applicant must submit docuemnatry evidence in support of his claim to be eligible for this aid. Credit registration requirement In order to qualify for waiver under this category, students of undergraduate programs must register a minimum number of credits in the qualifying trimester/semester, including in first trimester/semester, as follows: A. BBA, BBA in AIS, BSECO: 09 credits B. BSCSE, BSEEE, BSDS: 09 credits C. B.Sc. in CE: 09 credits D. BSSEDS, BSSMSJ, BA in English: 09 credits E. B. PHARM: 14 credits F. BSBGE: 09 credits Grade requirement Students availing grant under this category will have to obtain a minimum GPA of 2.50 in the previous trimester/semester for being considered for this financial aid. Exception to this provision can be made only in extraordinary circumstances, but the GPA must not be below 2.00 in such cases. Other conditions a. As a general rule, to which an exception","Scholarship, Tuition and Other Fees, Waiver Policy - United International University (UIU)",https://www.uiu.ac.bd/admission/tuition-fees-payment-policies/scholarship-tuition-fee-and-other-fees-waiver-policy/,admission,13,2026-06-16T08:12:17.452937
"obtain a minimum GPA of 2.50 in the previous trimester/semester for being considered for this financial aid. Exception to this provision can be made only in extraordinary circumstances, but the GPA must not be below 2.00 in such cases. Other conditions a. As a general rule, to which an exception can be made only in extraordinary circumstances, students having completed at least half of the required credits will be considered for this financial aid. b. This waiver would be applicable for a single (running) trimester/semester only. If a student needs this aid more than once, s/he will have to apply and follow the same procedure on each occasion. Undergraduate Programs Graduate Programs Admission Requirements Admission Procedure International Students Admission Test Result","Scholarship, Tuition and Other Fees, Waiver Policy - United International University (UIU)",https://www.uiu.ac.bd/admission/tuition-fees-payment-policies/scholarship-tuition-fee-and-other-fees-waiver-policy/,admission,14,2026-06-16T08:12:17.452937
"Admission Test Procedure Admission Test Result Admission Requirements Date of Admission Test Admission Procedure Direct Admission Notice Credit Transfer to UIU Undergraduate Programs Admission & Registration Procedure Graduate Programs Admission Test Syllabus Admission Advertisements Tuition Fees & Payment Policies Scholarship, Tuition and Other Fees, Waiver Policy Payment Policies Payment Procedure Tuition Fees & Waivers Scholarship, Tuition and Other Fees, Waiver Policy Payment Policies Payment Procedure Tuition Fees & Waivers United International University offers the following Undergraduate & Graduate degree programs. 1. Bachelor of Business Administration ( BBA ) [125 Credits] 2. BBA in Accounting & Information Systems ( BBA in AIS ) [125 Credits] 3. Bachelor of Science in Economics ( BSECO ) [122 Credits] 4. B.Sc. in Computer Science & Engineering ( BSCSE ) [138 Credits] 5. B.Sc. in Data Science ( BSDS ) [138 Credits] 6. B.Sc. in Electrical & Electronic Engineering ( BSEEE ) [140 Credits] 7. B.Sc. in Civil Engineering ( BSCE ) [151.5 Credits] 8. BSS in Environment and Development Studies program ( BSSEDS ) [123 Credits] 9. BSS in Media Studies and Journalism ( BSSMSJ ) [130 Credits] 10. Bachelor of Pharmacy ( B. Pharm ) [160 Credits] 11. BA in English [123 Credits] 12. Bachelor of B.Sc. in Biotechnology and Genetic Engineering ( BSBGE ) [140 Credits] 1. Master of Business Administration ( MBA ) [60 Credits] 2. Executive MBA ( EMBA ) [45 Credits] 3. MS in Economics ( MSECO ) [30 Credits] 4. Master in Development Studies ( MDS ) [39 Credits] 5. M.Sc. in Computer Science & Engineering ( MSCSE ) [36 Credits] The minimum qualification for admission into an undergraduate program is: 1. A minimum GPA of 2.5/2nd division/equivalent grade in SSC and HSC or equivalent public examinations. Students with GPA 2.00 in any examination either SSC or HSC, however, must have a minimum GPA of 6.00 totalling the GPA of both the examinations. 2. O-level students must have completed a minimum of 5 subjects with Average Grade Point of 2.50 or above and A-level students a minimum of 2 subjects with Average Grade Point of 2.00 or above (scale A=5, B=4, C=3, D=2, E=1) 3. For admission to BSEEE/CSE/BSDS/Civil programs, students must have passed in Physics and Mathematics in HSC/Diploma/A-Level or equivalent exams. 4. The students, who are sons/daughters of freedom fighters, will be eligible for getting admission if they have a minimum GPA of 5.00 totalling the",FAQ - United International University (UIU),https://www.uiu.ac.bd/admission/faq/,admission,0,2026-06-16T08:12:18.323567
"(scale A=5, B=4, C=3, D=2, E=1) 3. For admission to BSEEE/CSE/BSDS/Civil programs, students must have passed in Physics and Mathematics in HSC/Diploma/A-Level or equivalent exams. 4. The students, who are sons/daughters of freedom fighters, will be eligible for getting admission if they have a minimum GPA of 5.00 totalling the GPA of SSC and HSC Examinations. Such students, however, have to submit the copy of authenticated Certificate as the proof of his/her father/mother’s identity as a freedom fighter. 5. Candidates must have passed HSC/Diploma or equivalent exams/A-level within five (5) years of the result publication to be eligible to apply for any undergraduate program (except B.Phram). If the study gap exceeds five years, the applicant must submit a written application stating the reason. The concerned authority will review the case and make a decision accordingly. Such students will have to sit for both the written admission test and the interview. 6. Students from HSC/Diploma or equivalent exams/ A-Level backgrounds whose results have not yet been published are also eligible to sit for the admission test and interview under the “appeared” category. However, he/she must submit the final result before admission at UIU. Without the HSC/Diploma or equivalent examination/A-Level final result, no admission will be granted. 7. Every student must sit for the Admission Test, as follows: (a) Interview Only: Students who have GPA 5.00 in HSC or equivalent exams, 4 A’s in O-Level (with a minimum GPA of 2.5 in O-Level and 2.0 in A-Level), or a minimum SAT-I score of 1000 (with valid SSC/O-Level and HSC/A-Level qualifications) will be required to appear only for the interview. (b) Written Test and Interview: All students will have to sit for written test and appear at interview except those mentioned in (a). 8. Acceptable score in UIU Admission Test. 9. GED result will not be accepted. Bachelor of Pharmacy (B.Pharm.) 1. SSC and HSC Result: Candidates are required to have a minimum aggregate GPA of 8.00 (out of 10) in SSC/Equivalent and HSC/Equivalent examinations. Specifically, they must achieve a minimum GPA of 3.50 (out of 5) in the Science group in both examinations. 2. In HSC/Equivalent examination : Candidates must achieve a minimum GPA of 3.50 in Chemistry and Biology and 3.00 in Physics and Mathematics . However, candidates without Mathematics/having GPA below 3.0 in HSC/ recognized equivalent examination can be admitted but need to take an additional 3 credit course in",FAQ - United International University (UIU),https://www.uiu.ac.bd/admission/faq/,admission,1,2026-06-16T08:12:18.323567
"examinations. 2. In HSC/Equivalent examination : Candidates must achieve a minimum GPA of 3.50 in Chemistry and Biology and 3.00 in Physics and Mathematics . However, candidates without Mathematics/having GPA below 3.0 in HSC/ recognized equivalent examination can be admitted but need to take an additional 3 credit course in Mathematics during B. pharm. study. 3. HSC Passing year: Candidates must have completed the admission process within three years from the year of publication of their HSC/Equivalent examination results. For example, candidates applying for the Fall 2025 semester must have passed their HSC/recognized equivalent examination in 2024 or 2023. 4. “A” Level Candidates: Candidates with A-level must have a minimum grade of “B” in Chemistry and Biology , and a minimum grade of “C” in Physics and Mathematics in both exams. However, candidates without Mathematics/having GPA below 3.0 in HSC/ recognized equivalent examination can be admitted but need to take an additional 3 credit course in Mathematics during B. Pharm. study. 5. Foreign Students: Foreign students must have completed 12 years of education and obtained equivalent grades in examinations recognized by relevant foreign institutions. They are required to obtain an equivalence certificate from the Pharmacy Council before application for admission. 6. Note: Students who pass the written admission test may need to have viva voce (oral interview) as part of the admission selection process. 7. Acceptable score in UIU Admission Test. BSc. in Biotechnology and Genetic Engineering (BSBGE) 1. Minimum GPA 6.0 (out of 10) in SSC/ “O” level/equivalent and HSC/ “A” level/equivalent examinations. 2. Minimum GPA 2.5 (on a scale of 5.00) separately in both examinations from Science group. 3. Minimum GPA 3.00 in Biology and Chemistry separately in SSC/ “O” level/equivalent and HSC/”A” level/equivalent examinations. 1. SSC and HSC Result: Candidates are required to have a minimum aggregate GPA of 8.00 (out of 10) in SSC/Equivalent and HSC/Equivalent examinations. Specifically, they must achieve a minimum GPA of 3.50 (out of 5) in the Science group in both examinations. 2. In HSC/Equivalent examination : Candidates must achieve a minimum GPA of 3.50 in Chemistry and Biology and 3.00 in Physics and Mathematics . However, candidates without Mathematics/having GPA below 3.0 in HSC/ recognized equivalent examination can be admitted but need to take an additional 3 credit course in Mathematics during B. pharm. study. 3. HSC Passing year: Candidates must have completed the admission process within three years from the",FAQ - United International University (UIU),https://www.uiu.ac.bd/admission/faq/,admission,2,2026-06-16T08:12:18.323567
"Physics and Mathematics . However, candidates without Mathematics/having GPA below 3.0 in HSC/ recognized equivalent examination can be admitted but need to take an additional 3 credit course in Mathematics during B. pharm. study. 3. HSC Passing year: Candidates must have completed the admission process within three years from the year of publication of their HSC/Equivalent examination results. For example, candidates applying for the Fall 2025 semester must have passed their HSC/recognized equivalent examination in 2024 or 2023. 4. “A” Level Candidates: Candidates with A-level must have a minimum grade of “B” in Chemistry and Biology , and a minimum grade of “C” in Physics and Mathematics in both exams. However, candidates without Mathematics/having GPA below 3.0 in HSC/ recognized equivalent examination can be admitted but need to take an additional 3 credit course in Mathematics during B. Pharm. study. 5. Foreign Students: Foreign students must have completed 12 years of education and obtained equivalent grades in examinations recognized by relevant foreign institutions. They are required to obtain an equivalence certificate from the Pharmacy Council before application for admission. 6. Note: Students who pass the written admission test may need to have viva voce (oral interview) as part of the admission selection process. 7. Acceptable score in UIU Admission Test. BSc. in Biotechnology and Genetic Engineering (BSBGE) 1. Minimum GPA 6.0 (out of 10) in SSC/ “O” level/equivalent and HSC/ “A” level/equivalent examinations. 2. Minimum GPA 2.5 (on a scale of 5.00) separately in both examinations from Science group. 3. Minimum GPA 3.00 in Biology and Chemistry separately in SSC/ “O” level/equivalent and HSC/”A” level/equivalent examinations. Graduate (Master’s) The minimum qualification for admission into a graduate program is: 1.The terms & conditions of undergraduate programs mentioned above will be applicable for admission to graduate programs. 2. A relevant undergraduate degree from a recognized university with a GPA of 2.00 or above in a scale of 4.0 3. Applicants without Science group in HSC or equivalent level will not be considered for MSCSE UIU admission. 4. A relevant Bachelor Degree with at least second divisions/classes in all previous exams. 5. Students completing undergraduate programs from UIU having a minimum CGPA of 2.00 will be eligible to get admission to any graduate programs without appearing at the Admission Test. 6. Different departments may have some additional requirements. 7. Some students may be required to complete some additional preparatory courses at UIU before",FAQ - United International University (UIU),https://www.uiu.ac.bd/admission/faq/,admission,3,2026-06-16T08:12:18.323567
